"date","oh_region","icu_current_covid","icu_current_covid_vented","hospitalizations","icu_crci_total","icu_crci_total_vented","icu_former_covid","icu_former_covid_vented"
"2022-01-20","EAST",121,49,886,123,49,2,0
"2022-01-21","EAST",119,63,871,122,64,3,1
"2022-01-22","EAST",126,74,885,131,75,5,1
"2022-01-23","EAST",131,80,867,136,81,5,1
"2022-01-24","EAST",127,75,861,133,77,6,2
"2022-01-25","EAST",127,75,857,134,77,7,2
"2022-01-26","EAST",128,75,821,132,77,4,2
"2022-01-27","EAST",121,67,803,127,68,6,1
"2022-01-28","EAST",133,76,800,138,78,5,2
"2022-01-29","EAST",120,77,776,126,80,6,3
"2022-01-30","EAST",126,56,750,133,59,7,3
"2022-01-31","EAST",121,60,727,126,61,5,1
"2022-02-01","EAST",118,63,746,123,66,5,3
"2022-02-02","EAST",113,63,648,117,67,4,4
"2022-02-03","EAST",108,72,630,113,76,5,4
"2022-02-04","EAST",107,65,612,112,67,5,2
"2022-02-05","EAST",102,48,578,108,50,6,2
"2022-02-06","EAST",98,55,516,104,59,6,4
"2022-02-07","EAST",105,58,527,109,60,4,2
"2022-02-08","EAST",102,62,530,106,64,4,2
"2022-02-09","EAST",99,61,481,106,63,7,2
"2022-02-10","EAST",94,56,428,102,60,8,4
"2022-02-11","EAST",90,56,431,98,60,8,4
"2022-02-12","EAST",82,53,412,91,57,9,4
"2022-02-13","EAST",76,40,340,87,44,11,4
"2022-02-14","EAST",74,42,343,83,47,9,5
"2022-02-15","EAST",71,42,383,83,49,12,7
"2022-02-16","EAST",64,40,349,77,47,13,7
"2022-02-17","EAST",62,44,344,75,51,13,7
"2022-02-18","EAST",62,37,315,76,41,14,4
"2022-02-19","EAST",61,43,309,74,50,13,7
"2022-02-20","EAST",61,39,271,71,46,10,7
"2022-02-21","EAST",63,39,280,73,46,10,7
"2022-02-22","EAST",61,31,278,72,39,11,8
"2022-02-23","EAST",62,36,282,73,42,11,6
"2022-02-24","EAST",57,36,264,67,43,10,7
"2022-02-25","EAST",57,31,251,67,37,10,6
"2022-02-26","EAST",59,28,247,67,33,8,5
"2022-02-27","EAST",54,34,232,62,39,8,5
"2022-02-28","EAST",52,27,217,60,32,8,5
"2022-03-01","EAST",53,26,208,60,31,7,5
"2022-03-02","EAST",53,32,189,61,37,8,5
"2022-03-03","EAST",49,24,198,58,28,9,4
"2022-03-04","EAST",49,23,198,59,28,10,5
"2022-03-05","EAST",47,20,192,56,24,9,4
"2022-03-06","EAST",46,22,153,55,27,9,5
"2022-03-07","EAST",44,27,162,56,35,12,8
"2022-03-08","EAST",44,24,166,58,30,14,6
"2022-03-09","EAST",46,26,160,60,33,14,7
"2022-03-10","EAST",50,28,160,65,35,15,7
"2022-03-11","EAST",47,24,158,62,31,15,7
"2022-03-12","EAST",45,22,169,61,28,16,6
"2022-03-13","EAST",43,21,162,58,29,15,8
"2022-03-14","EAST",42,18,166,58,24,16,6
"2022-03-15","EAST",41,20,172,58,27,17,7
"2022-03-16","EAST",40,15,165,54,23,14,8
"2022-03-17","EAST",38,14,150,54,20,16,6
"2022-03-18","EAST",41,18,147,54,25,13,7
"2022-03-19","EAST",37,17,159,49,24,12,7
"2022-03-20","EAST",35,17,147,47,24,12,7
"2022-03-21","EAST",33,15,163,45,22,12,7
"2022-03-22","EAST",35,16,158,46,24,11,8
"2022-03-23","EAST",31,15,133,42,21,11,6
"2022-03-24","EAST",34,16,137,45,23,11,7
"2022-03-25","EAST",36,19,136,47,25,11,6
"2022-03-26","EAST",34,20,131,45,26,11,6
"2022-03-27","EAST",33,23,114,45,31,12,8
"2022-03-28","EAST",33,22,143,44,30,11,8
"2022-03-29","EAST",36,18,148,48,24,12,6
"2022-03-30","EAST",34,20,151,46,28,12,8
"2022-03-31","EAST",34,18,167,47,26,13,8
"2022-04-01","EAST",33,19,181,46,27,13,8
"2022-04-02","EAST",31,20,160,42,28,11,8
"2022-04-03","EAST",31,20,185,43,27,12,7
"2022-04-04","EAST",33,20,208,44,28,11,8
"2022-04-05","EAST",33,21,265,46,29,13,8
"2022-04-06","EAST",32,15,255,45,19,13,4
"2022-04-07","EAST",35,19,284,45,23,10,4
"2022-04-08","EAST",39,19,261,50,23,11,4
"2022-04-09","EAST",39,20,279,48,23,9,3
"2022-04-10","EAST",45,22,234,53,25,8,3
"2022-04-11","EAST",46,18,267,58,22,12,4
"2022-04-12","EAST",45,19,287,58,24,13,5
"2022-04-13","EAST",43,17,314,57,23,14,6
"2022-04-14","EAST",43,17,306,57,20,14,3
"2022-04-15","EAST",46,19,317,58,21,12,2
"2022-04-16","EAST",48,18,300,57,20,9,2
"2022-04-17","EAST",53,19,349,62,21,9,2
"2022-04-18","EAST",56,23,333,65,25,9,2
"2022-04-19","EAST",56,18,357,68,21,12,3
"2022-04-20","EAST",56,22,377,66,26,10,4
"2022-04-21","EAST",61,20,382,71,25,10,5
"2022-04-22","EAST",61,22,376,73,26,12,4
"2022-04-23","EAST",53,19,361,64,22,11,3
"2022-04-24","EAST",54,19,358,65,24,11,5
"2022-04-25","EAST",61,22,369,72,26,11,4
"2022-04-26","EAST",56,22,367,66,27,10,5
"2022-04-27","EAST",56,20,359,68,24,12,4
"2022-04-28","EAST",55,21,389,65,28,10,7
"2022-04-29","EAST",55,20,380,66,27,11,7
"2022-04-30","EAST",51,13,390,61,19,10,6
"2022-05-01","EAST",50,18,375,61,25,11,7
"2022-05-02","EAST",60,16,376,70,23,10,7
"2022-05-03","EAST",55,12,405,63,17,8,5
"2022-05-04","EAST",50,16,382,60,22,10,6
"2022-05-05","EAST",51,17,367,63,24,12,7
"2022-05-06","EAST",52,17,375,64,25,12,8
"2022-05-07","EAST",54,17,335,67,25,13,8
"2022-05-08","EAST",46,16,320,59,23,13,7
"2022-05-09","EAST",46,14,321,59,22,13,8
"2022-05-10","EAST",41,10,354,54,16,13,6
"2022-05-11","EAST",33,8,345,47,16,14,8
"2022-05-12","EAST",35,12,330,49,21,14,9
"2022-05-13","EAST",36,13,316,50,21,14,8
"2022-05-14","EAST",32,11,291,46,19,14,8
"2022-05-15","EAST",30,12,284,43,19,13,7
"2022-05-16","EAST",34,15,264,45,21,11,6
"2022-05-17","EAST",36,18,279,47,24,11,6
"2022-05-18","EAST",30,16,276,41,22,11,6
"2022-05-19","EAST",34,16,265,46,22,12,6
"2022-05-20","EAST",35,16,259,46,21,11,5
"2022-05-21","EAST",32,18,244,45,24,13,6
"2022-05-22","EAST",31,17,223,42,23,11,6
"2022-05-23","EAST",31,16,221,42,22,11,6
"2022-05-24","EAST",31,12,218,41,17,10,5
"2022-05-25","EAST",35,18,217,44,23,9,5
"2022-05-26","EAST",34,16,229,42,22,8,6
"2022-05-27","EAST",34,15,207,42,21,8,6
"2022-05-28","EAST",30,16,176,37,22,7,6
"2022-05-29","EAST",32,15,151,39,21,7,6
"2022-05-30","EAST",32,15,147,39,21,7,6
"2022-05-31","EAST",30,10,167,37,15,7,5
"2022-06-01","EAST",25,13,166,32,19,7,6
"2022-06-02","EAST",22,11,141,29,16,7,5
"2022-06-03","EAST",20,8,139,27,12,7,4
"2022-06-04","EAST",21,9,128,29,15,8,6
"2022-06-05","EAST",19,6,119,28,12,9,6
"2022-06-06","EAST",18,8,113,28,13,10,5
"2022-06-07","EAST",19,7,115,30,12,11,5
"2022-06-08","EAST",15,4,119,26,9,11,5
"2022-06-09","EAST",15,2,109,27,7,12,5
"2022-06-10","EAST",12,5,110,25,13,13,8
"2022-06-11","EAST",13,5,104,24,12,11,7
"2022-06-12","EAST",14,4,100,24,9,10,5
"2022-06-13","EAST",15,2,95,25,7,10,5
"2022-06-14","EAST",15,3,89,25,8,10,5
"2022-06-15","EAST",15,3,83,27,7,12,4
"2022-06-16","EAST",14,2,75,25,6,11,4
"2022-06-17","EAST",10,3,81,21,10,11,7
"2022-06-18","EAST",10,3,74,19,8,9,5
"2022-06-19","EAST",9,3,73,20,8,11,5
"2022-06-20","EAST",9,3,83,20,7,11,4
"2022-06-21","EAST",10,4,88,20,10,10,6
"2022-06-22","EAST",11,2,81,20,6,9,4
"2022-06-23","EAST",13,2,86,22,6,9,4
"2022-06-24","EAST",13,3,87,22,8,9,5
"2022-06-25","EAST",10,2,99,18,6,8,4
"2022-06-26","EAST",11,3,89,19,7,8,4
"2022-06-27","EAST",10,3,92,18,7,8,4
"2022-06-28","EAST",10,2,94,17,3,7,1
"2022-06-29","EAST",11,4,85,17,6,6,2
"2022-06-30","EAST",13,3,116,19,5,6,2
"2022-07-01","EAST",12,4,99,19,6,7,2
"2022-07-02","EAST",10,5,111,17,7,7,2
"2022-07-03","EAST",11,4,141,16,6,5,2
"2022-07-04","EAST",10,3,149,15,5,5,2
"2022-07-05","EAST",16,3,162,23,5,7,2
"2022-07-06","EAST",19,4,158,26,6,7,2
"2022-07-07","EAST",20,2,160,26,5,6,3
"2022-07-08","EAST",19,3,189,23,6,4,3
"2022-07-09","EAST",14,4,213,18,7,4,3
"2022-07-10","EAST",15,6,199,19,9,4,3
"2022-07-11","EAST",18,5,206,22,8,4,3
"2022-07-12","EAST",20,6,219,23,9,3,3
"2022-07-13","EAST",24,6,245,27,9,3,3
"2022-07-14","EAST",26,9,251,30,12,4,3
"2022-07-15","EAST",29,11,278,35,15,6,4
"2022-07-16","EAST",26,12,302,32,15,6,3
"2022-07-17","EAST",24,10,284,31,14,7,4
"2022-07-18","EAST",29,10,309,37,15,8,5
"2022-07-19","EAST",33,9,346,40,14,7,5
"2022-07-20","EAST",32,12,366,38,16,6,4
"2022-07-21","EAST",34,12,366,40,16,6,4
"2022-07-22","EAST",32,11,414,38,15,6,4
"2022-07-23","EAST",28,10,405,33,13,5,3
"2022-07-24","EAST",27,9,372,32,11,5,2
"2022-07-25","EAST",25,9,390,30,12,5,3
"2022-07-26","EAST",27,11,413,33,14,6,3
"2022-07-27","EAST",30,11,407,36,14,6,3
"2022-07-28","EAST",31,11,401,36,12,5,1
"2020-04-02","NORTH",0,0,4,0,0,0,0
"2020-04-03","NORTH",3,1,8,0,0,0,0
"2020-04-04","NORTH",3,1,11,0,0,0,0
"2020-04-05","NORTH",4,1,7,0,0,0,0
"2020-04-06","NORTH",3,1,9,0,0,0,0
"2020-04-07","NORTH",3,1,10,0,0,0,0
"2020-04-08","NORTH",4,1,9,0,0,0,0
"2020-04-09","NORTH",5,1,11,0,0,0,0
"2020-04-10","NORTH",5,1,12,0,0,0,0
"2020-04-11","NORTH",4,2,12,0,0,0,0
"2020-04-12","NORTH",4,1,12,0,0,0,0
"2020-04-13","NORTH",4,1,12,0,0,0,0
"2020-04-14","NORTH",3,1,13,0,0,0,0
"2020-04-15","NORTH",3,2,13,0,0,0,0
"2020-04-16","NORTH",3,2,9,0,0,0,0
"2020-04-17","NORTH",3,3,9,0,0,0,0
"2020-04-18","NORTH",3,3,7,0,0,0,0
"2020-04-19","NORTH",3,3,10,0,0,0,0
"2020-04-20","NORTH",4,4,9,0,0,0,0
"2020-04-21","NORTH",4,3,9,0,0,0,0
"2020-04-22","NORTH",4,3,11,0,0,0,0
"2020-04-23","NORTH",4,4,13,0,0,0,0
"2020-04-24","NORTH",3,3,12,0,0,0,0
"2020-04-25","NORTH",3,3,11,0,0,0,0
"2020-04-26","NORTH",3,2,11,0,0,0,0
"2020-04-27","NORTH",3,2,12,0,0,0,0
"2020-04-28","NORTH",2,1,13,0,0,0,0
"2020-04-29","NORTH",2,1,10,0,0,0,0
"2020-04-30","NORTH",2,1,9,0,0,0,0
"2020-05-01","NORTH",2,1,10,2,1,0,0
"2020-05-02","NORTH",2,1,10,2,1,0,0
"2020-05-03","NORTH",3,1,11,3,1,0,0
"2020-05-04","NORTH",3,1,11,3,1,0,0
"2020-05-05","NORTH",3,1,11,3,1,0,0
"2020-05-06","NORTH",2,1,10,3,1,1,0
"2020-05-07","NORTH",2,0,9,3,0,1,0
"2020-05-08","NORTH",2,0,9,3,0,1,0
"2020-05-09","NORTH",2,0,8,2,0,0,0
"2020-05-10","NORTH",2,0,7,2,0,0,0
"2020-05-11","NORTH",1,0,7,1,0,0,0
"2020-05-12","NORTH",1,0,7,1,0,0,0
"2020-05-13","NORTH",1,0,7,1,0,0,0
"2020-05-14","NORTH",1,1,8,1,1,0,0
"2020-05-15","NORTH",0,0,7,0,0,0,0
"2020-05-16","NORTH",0,0,5,0,0,0,0
"2020-05-17","NORTH",0,0,5,0,0,0,0
"2020-05-18","NORTH",0,0,5,0,0,0,0
"2020-05-19","NORTH",0,0,3,0,0,0,0
"2020-05-20","NORTH",0,0,3,0,0,0,0
"2020-05-21","NORTH",0,0,3,0,0,0,0
"2020-05-22","NORTH",0,0,5,0,0,0,0
"2020-05-23","NORTH",0,0,5,0,0,0,0
"2020-05-24","NORTH",0,0,5,0,0,0,0
"2020-05-25","NORTH",0,0,5,0,0,0,0
"2020-05-26","NORTH",0,0,4,0,0,0,0
"2020-05-27","NORTH",0,0,6,0,0,0,0
"2020-05-28","NORTH",0,0,7,0,0,0,0
"2020-05-29","NORTH",0,0,4,0,0,0,0
"2020-05-30","NORTH",0,0,4,0,0,0,0
"2020-05-31","NORTH",0,0,4,0,0,0,0
"2020-06-01","NORTH",0,0,4,0,0,0,0
"2020-06-02","NORTH",0,0,3,0,0,0,0
"2020-06-03","NORTH",0,0,3,0,0,0,0
"2020-06-04","NORTH",0,0,5,0,0,0,0
"2020-06-05","NORTH",0,0,6,0,0,0,0
"2020-06-06","NORTH",0,0,4,0,0,0,0
"2020-06-07","NORTH",0,0,3,0,0,0,0
"2020-06-08","NORTH",0,0,3,0,0,0,0
"2020-06-09","NORTH",0,0,4,0,0,0,0
"2020-06-10","NORTH",0,0,4,0,0,0,0
"2020-06-11","NORTH",0,0,3,0,0,0,0
"2020-06-12","NORTH",0,0,3,0,0,0,0
"2020-06-13","NORTH",0,0,3,0,0,0,0
"2020-06-14","NORTH",0,0,4,0,0,0,0
"2020-06-15","NORTH",0,0,4,0,0,0,0
"2020-06-16","NORTH",0,0,4,0,0,0,0
"2020-06-17","NORTH",0,0,6,0,0,0,0
"2020-06-18","NORTH",0,0,6,0,0,0,0
"2020-06-19","NORTH",0,0,6,0,0,0,0
"2020-06-20","NORTH",0,0,8,0,0,0,0
"2020-06-21","NORTH",0,0,4,0,0,0,0
"2020-06-22","NORTH",0,0,4,0,0,0,0
"2020-06-23","NORTH",0,0,4,0,0,0,0
"2020-06-24","NORTH",0,0,6,0,0,0,0
"2020-06-25","NORTH",0,0,5,0,0,0,0
"2020-06-26","NORTH",0,0,4,0,0,0,0
"2020-06-27","NORTH",0,0,4,0,0,0,0
"2020-06-28","NORTH",0,0,4,0,0,0,0
"2020-06-29","NORTH",0,0,4,0,0,0,0
"2020-06-30","NORTH",0,0,3,0,0,0,0
"2020-07-01","NORTH",0,0,3,0,0,0,0
"2020-07-02","NORTH",0,0,0,0,0,0,0
"2020-07-03","NORTH",0,0,0,0,0,0,0
"2020-07-05","NORTH",0,0,2,0,0,0,0
"2020-07-06","NORTH",0,0,2,0,0,0,0
"2020-07-07","NORTH",0,0,2,0,0,0,0
"2020-07-08","NORTH",0,0,2,0,0,0,0
"2020-07-09","NORTH",0,0,2,0,0,0,0
"2020-07-10","NORTH",1,0,2,1,0,0,0
"2020-07-11","NORTH",0,0,3,0,0,0,0
"2020-07-12","NORTH",0,0,2,0,0,0,0
"2020-07-13","NORTH",0,0,2,0,0,0,0
"2020-07-14","NORTH",0,0,2,0,0,0,0
"2020-07-15","NORTH",0,0,4,0,0,0,0
"2020-07-16","NORTH",0,0,2,0,0,0,0
"2020-07-17","NORTH",0,0,0,0,0,0,0
"2020-07-18","NORTH",0,0,1,0,0,0,0
"2020-07-19","NORTH",0,0,1,0,0,0,0
"2020-07-20","NORTH",0,0,1,0,0,0,0
"2020-07-21","NORTH",0,0,0,0,0,0,0
"2020-07-22","NORTH",0,0,1,0,0,0,0
"2020-07-23","NORTH",0,0,2,0,0,0,0
"2020-07-24","NORTH",0,0,1,0,0,0,0
"2020-07-25","NORTH",0,0,1,0,0,0,0
"2020-07-26","NORTH",0,0,2,0,0,0,0
"2020-07-27","NORTH",0,0,2,0,0,0,0
"2020-07-28","NORTH",0,0,2,0,0,0,0
"2020-07-29","NORTH",0,0,2,0,0,0,0
"2020-07-30","NORTH",0,0,1,0,0,0,0
"2020-07-31","NORTH",0,0,2,0,0,0,0
"2020-08-01","NORTH",0,0,2,0,0,0,0
"2020-08-02","NORTH",0,0,2,0,0,0,0
"2020-08-03","NORTH",0,0,2,0,0,0,0
"2020-08-04","NORTH",0,0,2,0,0,0,0
"2020-08-05","NORTH",0,0,2,0,0,0,0
"2020-08-06","NORTH",0,0,1,0,0,0,0
"2020-08-07","NORTH",0,0,1,0,0,0,0
"2020-08-08","NORTH",0,0,1,0,0,0,0
"2020-08-09","NORTH",0,0,1,0,0,0,0
"2020-08-10","NORTH",0,0,1,0,0,0,0
"2020-08-11","NORTH",0,0,1,0,0,0,0
"2020-08-12","NORTH",0,0,1,0,0,0,0
"2020-08-13","NORTH",0,0,1,0,0,0,0
"2020-08-14","NORTH",0,0,1,0,0,0,0
"2020-08-15","NORTH",0,0,1,0,0,0,0
"2020-08-16","NORTH",0,0,1,0,0,0,0
"2020-08-17","NORTH",0,0,1,0,0,0,0
"2020-08-18","NORTH",0,0,1,0,0,0,0
"2020-08-19","NORTH",0,0,1,0,0,0,0
"2020-08-20","NORTH",0,0,1,0,0,0,0
"2020-08-21","NORTH",0,0,1,0,0,0,0
"2020-08-22","NORTH",0,0,1,0,0,0,0
"2020-08-23","NORTH",0,0,1,0,0,0,0
"2020-08-24","NORTH",0,0,1,0,0,0,0
"2020-08-25","NORTH",0,0,0,0,0,0,0
"2020-08-26","NORTH",0,0,0,0,0,0,0
"2020-08-27","NORTH",0,0,0,0,0,0,0
"2020-08-28","NORTH",0,0,0,0,0,0,0
"2020-08-29","NORTH",0,0,0,0,0,0,0
"2020-08-30","NORTH",0,0,0,0,0,0,0
"2020-08-31","NORTH",0,0,0,0,0,0,0
"2020-09-01","NORTH",0,0,0,0,0,0,0
"2020-09-02","NORTH",0,0,0,0,0,0,0
"2020-09-03","NORTH",0,0,0,0,0,0,0
"2020-09-04","NORTH",0,0,0,0,0,0,0
"2020-09-05","NORTH",0,0,0,0,0,0,0
"2020-09-06","NORTH",0,0,0,0,0,0,0
"2020-09-07","NORTH",0,0,0,0,0,0,0
"2020-09-08","NORTH",0,0,0,0,0,0,0
"2020-09-09","NORTH",0,0,0,0,0,0,0
"2020-09-10","NORTH",0,0,0,0,0,0,0
"2020-09-11","NORTH",0,0,0,0,0,0,0
"2020-09-12","NORTH",0,0,0,0,0,0,0
"2020-09-13","NORTH",0,0,0,0,0,0,0
"2020-09-14","NORTH",0,0,0,0,0,0,0
"2020-09-15","NORTH",0,0,0,0,0,0,0
"2020-09-16","NORTH",0,0,0,0,0,0,0
"2020-09-17","NORTH",0,0,2,0,0,0,0
"2020-09-18","NORTH",0,0,0,0,0,0,0
"2020-09-19","NORTH",0,0,0,0,0,0,0
"2020-09-20","NORTH",0,0,0,0,0,0,0
"2020-09-21","NORTH",0,0,0,0,0,0,0
"2020-09-22","NORTH",0,0,0,0,0,0,0
"2020-09-23","NORTH",0,0,0,0,0,0,0
"2020-09-24","NORTH",0,0,0,0,0,0,0
"2020-09-25","NORTH",0,0,0,0,0,0,0
"2020-09-26","NORTH",0,0,0,0,0,0,0
"2020-09-27","NORTH",0,0,0,0,0,0,0
"2020-09-28","NORTH",0,0,0,0,0,0,0
"2020-09-29","NORTH",0,0,0,0,0,0,0
"2020-09-30","NORTH",0,0,0,0,0,0,0
"2020-10-01","NORTH",0,0,2,0,0,0,0
"2020-10-02","NORTH",0,0,0,0,0,0,0
"2020-10-03","NORTH",0,0,0,0,0,0,0
"2020-10-04","NORTH",0,0,0,0,0,0,0
"2020-10-05","NORTH",0,0,0,0,0,0,0
"2020-10-06","NORTH",0,0,0,0,0,0,0
"2020-10-07","NORTH",0,0,1,0,0,0,0
"2020-10-08","NORTH",0,0,1,0,0,0,0
"2020-10-09","NORTH",0,0,1,0,0,0,0
"2020-10-10","NORTH",0,0,1,0,0,0,0
"2020-10-11","NORTH",0,0,0,0,0,0,0
"2020-10-12","NORTH",0,0,0,0,0,0,0
"2020-10-13","NORTH",0,0,0,0,0,0,0
"2020-10-14","NORTH",0,0,1,0,0,0,0
"2020-10-15","NORTH",0,0,0,0,0,0,0
"2020-10-16","NORTH",0,0,0,0,0,0,0
"2020-10-17","NORTH",0,0,0,0,0,0,0
"2020-10-18","NORTH",0,0,3,0,0,0,0
"2020-10-19","NORTH",0,0,0,0,0,0,0
"2020-10-20","NORTH",0,0,0,0,0,0,0
"2020-10-21","NORTH",0,0,0,0,0,0,0
"2020-10-22","NORTH",0,0,0,0,0,0,0
"2020-10-23","NORTH",0,0,0,0,0,0,0
"2020-10-24","NORTH",0,0,0,0,0,0,0
"2020-10-25","NORTH",0,0,0,0,0,0,0
"2020-10-26","NORTH",0,0,0,0,0,0,0
"2020-10-27","NORTH",0,0,1,0,0,0,0
"2020-10-28","NORTH",0,0,3,0,0,0,0
"2020-10-29","NORTH",0,0,2,0,0,0,0
"2020-10-30","NORTH",0,0,0,0,0,0,0
"2020-10-31","NORTH",0,0,0,0,0,0,0
"2020-11-01","NORTH",0,0,0,0,0,0,0
"2020-11-02","NORTH",0,0,0,0,0,0,0
"2020-11-03","NORTH",0,0,0,0,0,0,0
"2020-11-04","NORTH",1,0,1,1,0,0,0
"2020-11-05","NORTH",0,0,1,1,0,1,0
"2020-11-06","NORTH",0,0,1,0,0,0,0
"2020-11-07","NORTH",0,0,1,0,0,0,0
"2020-11-08","NORTH",0,0,1,0,0,0,0
"2020-11-09","NORTH",0,0,1,0,0,0,0
"2020-11-10","NORTH",0,0,1,0,0,0,0
"2020-11-11","NORTH",0,0,1,0,0,0,0
"2020-11-12","NORTH",0,0,1,0,0,0,0
"2020-11-13","NORTH",0,0,1,0,0,0,0
"2020-11-14","NORTH",0,0,0,0,0,0,0
"2020-11-15","NORTH",1,0,1,1,0,0,0
"2020-11-16","NORTH",2,0,2,2,0,0,0
"2020-11-17","NORTH",1,0,3,1,0,0,0
"2020-11-18","NORTH",1,0,3,1,0,0,0
"2020-11-19","NORTH",1,0,5,1,0,0,0
"2020-11-20","NORTH",1,0,4,1,0,0,0
"2020-11-21","NORTH",2,0,5,2,0,0,0
"2020-11-22","NORTH",1,0,6,2,1,1,1
"2020-11-23","NORTH",3,0,4,4,1,1,1
"2020-11-24","NORTH",1,0,5,2,1,1,1
"2020-11-25","NORTH",0,0,5,1,1,1,1
"2020-11-26","NORTH",0,0,6,1,1,1,1
"2020-11-27","NORTH",0,0,5,1,1,1,1
"2020-11-28","NORTH",0,0,5,1,1,1,1
"2020-11-29","NORTH",0,0,4,1,0,1,0
"2020-11-30","NORTH",0,0,4,1,0,1,0
"2020-12-01","NORTH",1,0,4,2,0,1,0
"2020-12-02","NORTH",1,0,5,2,0,1,0
"2020-12-03","NORTH",1,0,6,1,0,0,0
"2020-12-04","NORTH",2,0,7,2,0,0,0
"2020-12-05","NORTH",2,0,6,2,0,0,0
"2020-12-06","NORTH",2,0,5,2,0,0,0
"2020-12-07","NORTH",2,0,7,2,0,0,0
"2020-12-08","NORTH",2,0,6,2,0,0,0
"2020-12-09","NORTH",2,0,6,2,0,0,0
"2020-12-10","NORTH",2,0,6,2,0,0,0
"2020-12-11","NORTH",0,0,5,0,0,0,0
"2020-12-12","NORTH",1,0,4,1,0,0,0
"2020-12-13","NORTH",0,0,4,0,0,0,0
"2020-12-14","NORTH",0,0,4,0,0,0,0
"2020-12-15","NORTH",0,0,2,0,0,0,0
"2020-12-16","NORTH",0,0,2,0,0,0,0
"2020-12-17","NORTH",0,0,1,0,0,0,0
"2020-12-18","NORTH",0,0,1,0,0,0,0
"2020-12-19","NORTH",0,0,0,0,0,0,0
"2020-12-20","NORTH",0,0,0,0,0,0,0
"2020-12-21","NORTH",0,0,0,0,0,0,0
"2020-12-22","NORTH",1,0,0,1,0,0,0
"2020-12-23","NORTH",1,0,3,1,0,0,0
"2020-12-24","NORTH",1,0,2,1,0,0,0
"2020-12-25","NORTH",3,0,5,3,0,0,0
"2020-12-26","NORTH",3,0,5,3,0,0,0
"2020-12-27","NORTH",3,0,6,3,0,0,0
"2020-12-28","NORTH",3,1,6,3,1,0,0
"2020-12-29","NORTH",4,1,6,4,1,0,0
"2020-12-30","NORTH",4,2,11,4,2,0,0
"2020-12-31","NORTH",3,2,11,3,2,0,0
"2021-01-01","NORTH",4,2,6,4,2,0,0
"2021-01-02","NORTH",4,2,5,4,2,0,0
"2021-01-03","NORTH",4,2,6,4,2,0,0
"2021-01-04","NORTH",3,2,4,3,2,0,0
"2021-01-05","NORTH",4,3,8,4,3,0,0
"2021-01-06","NORTH",4,3,11,4,3,0,0
"2021-01-07","NORTH",4,2,10,4,2,0,0
"2021-01-08","NORTH",5,2,11,5,2,0,0
"2021-01-09","NORTH",3,2,10,4,3,1,1
"2021-01-10","NORTH",5,3,12,5,3,0,0
"2021-01-11","NORTH",5,3,15,5,3,0,0
"2021-01-12","NORTH",5,2,16,5,2,0,0
"2021-01-13","NORTH",4,1,17,4,1,0,0
"2021-01-14","NORTH",4,2,19,4,2,0,0
"2021-01-15","NORTH",3,2,19,3,2,0,0
"2021-01-16","NORTH",2,1,18,2,1,0,0
"2021-01-17","NORTH",2,2,17,2,2,0,0
"2021-01-18","NORTH",1,1,21,1,1,0,0
"2021-01-19","NORTH",1,1,21,1,1,0,0
"2021-01-20","NORTH",1,1,18,1,1,0,0
"2021-01-21","NORTH",1,1,16,1,1,0,0
"2021-01-22","NORTH",1,1,15,1,1,0,0
"2021-01-23","NORTH",1,1,12,1,1,0,0
"2021-01-24","NORTH",1,1,13,1,1,0,0
"2021-01-25","NORTH",1,1,13,1,1,0,0
"2021-01-26","NORTH",2,1,13,2,1,0,0
"2021-01-27","NORTH",2,1,11,2,1,0,0
"2021-01-28","NORTH",2,1,11,2,1,0,0
"2021-01-29","NORTH",2,1,13,2,1,0,0
"2021-01-30","NORTH",1,0,14,1,0,0,0
"2021-01-31","NORTH",1,0,11,1,0,0,0
"2021-02-01","NORTH",1,0,10,1,0,0,0
"2021-02-02","NORTH",3,1,10,3,1,0,0
"2021-02-03","NORTH",3,1,15,3,1,0,0
"2021-02-04","NORTH",3,1,12,3,1,0,0
"2021-02-05","NORTH",3,2,14,3,2,0,0
"2021-02-06","NORTH",3,3,10,3,3,0,0
"2021-02-07","NORTH",6,2,9,6,2,0,0
"2021-02-08","NORTH",5,2,14,5,2,0,0
"2021-02-09","NORTH",4,2,17,4,2,0,0
"2021-02-10","NORTH",5,2,15,5,2,0,0
"2021-02-11","NORTH",6,3,18,6,3,0,0
"2021-02-12","NORTH",5,3,18,5,3,0,0
"2021-02-13","NORTH",5,3,18,5,3,0,0
"2021-02-14","NORTH",7,3,18,7,3,0,0
"2021-02-15","NORTH",6,3,23,6,3,0,0
"2021-02-16","NORTH",5,2,21,5,2,0,0
"2021-02-17","NORTH",5,3,23,5,3,0,0
"2021-02-18","NORTH",5,2,22,5,2,0,0
"2021-02-19","NORTH",5,3,21,5,3,0,0
"2021-02-20","NORTH",7,5,21,7,5,0,0
"2021-02-21","NORTH",7,5,23,7,5,0,0
"2021-02-22","NORTH",8,4,27,8,4,0,0
"2021-02-23","NORTH",11,6,31,11,6,0,0
"2021-02-24","NORTH",11,6,30,11,6,0,0
"2021-02-25","NORTH",10,6,26,10,6,0,0
"2021-02-26","NORTH",7,4,27,7,4,0,0
"2021-02-27","NORTH",7,4,32,7,4,0,0
"2021-02-28","NORTH",12,6,35,12,6,0,0
