Date,Agegroup,At least one dose_cumulative,Second_dose_cumulative,Total population,Percent_at_least_one_dose,Percent_fully_vaccinated
2021-05-30,12-17yrs,186924,1292,951519,0.196,0.001
2021-05-30,18-29yrs,1141187,75771,2455535,0.465,0.031
2021-05-30,30-39yrs,1092529,92729,2056059,0.531,0.045
2021-05-30,40-49yrs,1179618,97570,1876583,0.629,0.052
2021-05-30,50-59yrs,1485769,115160,2060934,0.721,0.056
2021-05-30,60-69yrs,1514346,122296,1795046,0.844,0.068
2021-05-30,70-79yrs,1050930,60356,1159902,0.906,0.052
2021-05-30,80+,642761,122471,679266,0.946,0.18
2021-05-30,Adults_18plus,8107140,686353,12083325,0.671,0.057
2021-05-30,Ontario_12plus,8294064,687645,13034844,0.6363,0.0528
2021-05-30,Undisclosed_or_missing,2320,249,0,,
2021-05-31,12-17yrs,201421,1337,951519,0.212,0.001
2021-05-31,18-29yrs,1164653,77368,2455535,0.474,0.032
2021-05-31,30-39yrs,1109651,94331,2056059,0.54,0.046
2021-05-31,40-49yrs,1190978,99394,1876583,0.635,0.053
2021-05-31,50-59yrs,1494378,117287,2060934,0.725,0.057
2021-05-31,60-69yrs,1516817,132073,1795046,0.845,0.074
2021-05-31,70-79yrs,1051877,61466,1159902,0.907,0.053
2021-05-31,80+,640612,121759,679266,0.943,0.179
2021-05-31,Adults_18plus,8168966,703678,12083325,0.676,0.058
2021-05-31,Ontario_12plus,8370387,705015,13034844,0.6422,0.0541
2021-05-31,Undisclosed_or_missing,4806,1817,0,,
2021-06-01,12-17yrs,214348,1374,951519,0.225,0.001
2021-06-01,18-29yrs,1191607,80029,2455535,0.485,0.033
2021-06-01,30-39yrs,1130383,97260,2056059,0.55,0.047
2021-06-01,40-49yrs,1204126,102495,1876583,0.642,0.055
2021-06-01,50-59yrs,1503127,121172,2060934,0.729,0.059
2021-06-01,60-69yrs,1519942,139971,1795046,0.847,0.078
2021-06-01,70-79yrs,1053078,63924,1159902,0.908,0.055
2021-06-01,80+,641122,131637,679266,0.944,0.194
2021-06-01,Adults_18plus,8243385,736488,12083325,0.682,0.061
2021-06-01,Ontario_12plus,8457733,737862,13034844,0.6489,0.0566
2021-06-01,Undisclosed_or_missing,4765,1860,0,,
2021-06-02,12-17yrs,230283,1433,951519,0.242,0.002
2021-06-02,18-29yrs,1221667,83288,2455535,0.498,0.034
2021-06-02,30-39yrs,1152765,100907,2056059,0.561,0.049
2021-06-02,40-49yrs,1219742,106349,1876583,0.65,0.057
2021-06-02,50-59yrs,1512059,125834,2060934,0.734,0.061
2021-06-02,60-69yrs,1523603,145415,1795046,0.849,0.081
2021-06-02,70-79yrs,1054369,67404,1159902,0.909,0.058
2021-06-02,80+,641700,148625,679266,0.945,0.219
2021-06-02,Adults_18plus,8325905,777822,12083325,0.689,0.064
2021-06-02,Ontario_12plus,8556188,779255,13034844,0.6564,0.0598
2021-06-02,Undisclosed_or_missing,4770,1908,0,,
2021-06-03,12-17yrs,248847,1542,951519,0.262,0.002
2021-06-03,18-29yrs,1250368,87284,2455535,0.509,0.036
2021-06-03,30-39yrs,1173607,105339,2056059,0.571,0.051
2021-06-03,40-49yrs,1234987,110853,1876583,0.658,0.059
2021-06-03,50-59yrs,1520527,131306,2060934,0.738,0.064
2021-06-03,60-69yrs,1527039,151523,1795046,0.851,0.084
2021-06-03,70-79yrs,1055612,72395,1159902,0.91,0.062
2021-06-03,80+,642254,172781,679266,0.946,0.254
2021-06-03,Adults_18plus,8404394,831481,12083325,0.696,0.069
2021-06-03,Ontario_12plus,8653241,833023,13034844,0.6639,0.0639
2021-06-03,Undisclosed_or_missing,4783,1958,0,,
2021-06-04,12-17yrs,269495,1668,951519,0.283,0.002
2021-06-04,18-29yrs,1281318,91738,2455535,0.522,0.037
2021-06-04,30-39yrs,1196845,110420,2056059,0.582,0.054
2021-06-04,40-49yrs,1251085,116137,1876583,0.667,0.062
2021-06-04,50-59yrs,1530707,137762,2060934,0.743,0.067
2021-06-04,60-69yrs,1531016,159013,1795046,0.853,0.089
2021-06-04,70-79yrs,1057146,80947,1159902,0.911,0.07
2021-06-04,80+,642865,196363,679266,0.946,0.289
2021-06-04,Adults_18plus,8490982,892380,12083325,0.703,0.074
2021-06-04,Ontario_12plus,8760477,894048,13034844,0.6721,0.0686
2021-06-04,Undisclosed_or_missing,4785,2017,0,,
2021-06-05,12-17yrs,288985,1755,951519,0.304,0.002
2021-06-05,18-29yrs,1312634,96433,2455535,0.535,0.039
2021-06-05,30-39yrs,1220621,115790,2056059,0.594,0.056
2021-06-05,40-49yrs,1267057,121550,1876583,0.675,0.065
2021-06-05,50-59yrs,1540128,144223,2060934,0.747,0.07
2021-06-05,60-69yrs,1534777,167399,1795046,0.855,0.093
2021-06-05,70-79yrs,1058463,92064,1159902,0.913,0.079
2021-06-05,80+,643437,221974,679266,0.947,0.327
2021-06-05,Adults_18plus,8577117,959433,12083325,0.71,0.079
2021-06-05,Ontario_12plus,8866102,961188,13034844,0.6802,0.0737
2021-06-05,Undisclosed_or_missing,4823,2069,0,,
2021-06-06,12-17yrs,307419,1878,951519,0.323,0.002
2021-06-06,18-29yrs,1340248,100418,2455535,0.546,0.041
2021-06-06,30-39yrs,1240020,120613,2056059,0.603,0.059
2021-06-06,40-49yrs,1279695,126697,1876583,0.682,0.068
2021-06-06,50-59yrs,1547643,151693,2060934,0.751,0.074
2021-06-06,60-69yrs,1537789,178372,1795046,0.857,0.099
2021-06-06,70-79yrs,1059540,108436,1159902,0.913,0.093
2021-06-06,80+,643861,241340,679266,0.948,0.355
2021-06-06,Adults_18plus,8648796,1027569,12083325,0.716,0.085
2021-06-06,Ontario_12plus,8956215,1029447,13034844,0.6871,0.079
2021-06-06,Undisclosed_or_missing,4840,2073,0,,
2021-06-07,12-17yrs,322353,1948,951519,0.339,0.002
2021-06-07,18-29yrs,1357620,102955,2455535,0.553,0.042
2021-06-07,30-39yrs,1251923,123510,2056059,0.609,0.06
2021-06-07,40-49yrs,1288981,129856,1876583,0.687,0.069
2021-06-07,50-59yrs,1552712,157692,2060934,0.753,0.077
2021-06-07,60-69yrs,1539722,188168,1795046,0.858,0.105
2021-06-07,70-79yrs,1060292,125502,1159902,0.914,0.108
2021-06-07,80+,644157,255095,679266,0.948,0.376
2021-06-07,Adults_18plus,8695407,1082778,12083325,0.72,0.09
2021-06-07,Ontario_12plus,9017760,1084726,13034844,0.6918,0.0832
2021-06-07,Undisclosed_or_missing,4839,2079,0,,
2021-06-08,12-17yrs,338836,2057,951519,0.356,0.002
2021-06-08,18-29yrs,1376520,107684,2455535,0.561,0.044
2021-06-08,30-39yrs,1265586,129020,2056059,0.616,0.063
2021-06-08,40-49yrs,1299854,135803,1876583,0.693,0.072
2021-06-08,50-59yrs,1558994,167202,2060934,0.756,0.081
2021-06-08,60-69yrs,1542573,207807,1795046,0.859,0.116
2021-06-08,70-79yrs,1061479,152009,1159902,0.915,0.131
2021-06-08,80+,644605,270626,679266,0.949,0.398
2021-06-08,Adults_18plus,8749611,1170151,12083325,0.724,0.097
2021-06-08,Ontario_12plus,9088447,1172208,13034844,0.6972,0.0899
2021-06-08,Undisclosed_or_missing,4836,2122,0,,
2021-06-09,12-17yrs,356539,2270,951519,0.375,0.002
2021-06-09,18-29yrs,1394715,113644,2455535,0.568,0.046
2021-06-09,30-39yrs,1279107,135995,2056059,0.622,0.066
2021-06-09,40-49yrs,1309797,143278,1876583,0.698,0.076
2021-06-09,50-59yrs,1564623,179070,2060934,0.759,0.087
2021-06-09,60-69yrs,1545168,233182,1795046,0.861,0.13
2021-06-09,70-79yrs,1062628,183006,1159902,0.916,0.158
2021-06-09,80+,645068,290062,679266,0.95,0.427
2021-06-09,Adults_18plus,8801106,1278237,12083325,0.728,0.106
2021-06-09,Ontario_12plus,9157645,1280507,13034844,0.7026,0.0982
2021-06-09,Undisclosed_or_missing,4798,2169,0,,
2021-06-10,12-17yrs,372872,2434,951519,0.392,0.003
2021-06-10,18-29yrs,1411817,120178,2455535,0.575,0.049
2021-06-10,30-39yrs,1291852,143962,2056059,0.628,0.07
2021-06-10,40-49yrs,1319264,151713,1876583,0.703,0.081
2021-06-10,50-59yrs,1570078,192930,2060934,0.762,0.094
2021-06-10,60-69yrs,1547791,261600,1795046,0.862,0.146
2021-06-10,70-79yrs,1063690,218361,1159902,0.917,0.188
2021-06-10,80+,645536,306362,679266,0.95,0.451
2021-06-10,Adults_18plus,8850028,1395106,12083325,0.732,0.115
2021-06-10,Ontario_12plus,9222900,1397540,13034844,0.7076,0.1072
2021-06-10,Undisclosed_or_missing,4793,2236,0,,
2021-06-11,12-17yrs,388682,3020,951519,0.408,0.003
2021-06-11,18-29yrs,1429203,129054,2455535,0.582,0.053
2021-06-11,30-39yrs,1304653,154331,2056059,0.635,0.075
2021-06-11,40-49yrs,1328740,162732,1876583,0.708,0.087
2021-06-11,50-59yrs,1576156,210459,2060934,0.765,0.102
2021-06-11,60-69yrs,1550557,293060,1795046,0.864,0.163
2021-06-11,70-79yrs,1064885,255147,1159902,0.918,0.22
2021-06-11,80+,646024,323660,679266,0.951,0.476
2021-06-11,Adults_18plus,8900218,1528443,12083325,0.737,0.126
2021-06-11,Ontario_12plus,9288900,1531463,13034844,0.7126,0.1175
2021-06-11,Undisclosed_or_missing,4778,2279,0,,
2021-06-12,12-17yrs,401349,3605,951519,0.422,0.004
2021-06-12,18-29yrs,1445610,138460,2455535,0.589,0.056
2021-06-12,30-39yrs,1317703,165760,2056059,0.641,0.081
2021-06-12,40-49yrs,1337499,174348,1876583,0.713,0.093
2021-06-12,50-59yrs,1581982,228482,2060934,0.768,0.111
2021-06-12,60-69yrs,1553271,323792,1795046,0.865,0.18
2021-06-12,70-79yrs,1066045,291300,1159902,0.919,0.251
2021-06-12,80+,646462,339704,679266,0.952,0.5
2021-06-12,Adults_18plus,8948572,1661846,12083325,0.741,0.138
2021-06-12,Ontario_12plus,9349921,1665451,13034844,0.7173,0.1278
2021-06-12,Undisclosed_or_missing,4770,2310,0,,
2021-06-13,12-17yrs,414856,4425,951519,0.436,0.005
2021-06-13,18-29yrs,1461598,148638,2455535,0.595,0.061
2021-06-13,30-39yrs,1328998,175830,2056059,0.646,0.086
2021-06-13,40-49yrs,1345351,184824,1876583,0.717,0.098
2021-06-13,50-59yrs,1587168,245831,2060934,0.77,0.119
2021-06-13,60-69yrs,1555616,354193,1795046,0.867,0.197
2021-06-13,70-79yrs,1066974,326280,1159902,0.92,0.281
2021-06-13,80+,646767,354446,679266,0.952,0.522
2021-06-13,Adults_18plus,8992472,1790042,12083325,0.744,0.148
2021-06-13,Ontario_12plus,9407328,1794467,13034844,0.7217,0.1377
2021-06-13,Undisclosed_or_missing,4757,2315,0,,
2021-06-14,12-17yrs,424052,5476,951519,0.446,0.006
2021-06-14,18-29yrs,1472629,156459,2455535,0.6,0.064
2021-06-14,30-39yrs,1336575,184004,2056059,0.65,0.089
2021-06-14,40-49yrs,1350098,192679,1876583,0.719,0.103
2021-06-14,50-59yrs,1590389,259766,2060934,0.772,0.126
2021-06-14,60-69yrs,1557113,377451,1795046,0.867,0.21
2021-06-14,70-79yrs,1067543,350847,1159902,0.92,0.302
2021-06-14,80+,646976,365323,679266,0.952,0.538
2021-06-14,Adults_18plus,9021323,1886529,12083325,0.747,0.156
2021-06-14,Ontario_12plus,9445375,1892005,13034844,0.7246,0.1451
2021-06-14,Undisclosed_or_missing,4746,2315,0,,
2021-06-15,12-17yrs,435069,6681,951519,0.4572,0.007
2021-06-15,18-29yrs,1483783,170764,2455535,0.6043,0.0695
2021-06-15,30-39yrs,1344190,198558,2056059,0.6538,0.0966
2021-06-15,40-49yrs,1355012,205040,1876583,0.7221,0.1093
2021-06-15,50-59yrs,1594058,280605,2060934,0.7735,0.1362
2021-06-15,60-69yrs,1559115,409388,1795046,0.8686,0.2281
2021-06-15,70-79yrs,1068421,386162,1159902,0.9211,0.3329
2021-06-15,80+,647305,378202,679266,0.9529,0.5568
2021-06-15,Adults_18plus,9051884,2028719,12083325,0.7491,0.1679
2021-06-15,Ontario_12plus,9486953,2035400,13034844,0.7278,0.1562
2021-06-15,Undisclosed_or_missing,4726,2351,0,,
2021-06-16,12-17yrs,447553,8114,951519,0.4704,0.0085
2021-06-16,18-29yrs,1495017,187162,2455535,0.6088,0.0762
2021-06-16,30-39yrs,1351741,216143,2056059,0.6574,0.1051
2021-06-16,40-49yrs,1359294,221520,1876583,0.7243,0.118
2021-06-16,50-59yrs,1597394,306307,2060934,0.7751,0.1486
2021-06-16,60-69yrs,1561100,445049,1795046,0.8697,0.2479
2021-06-16,70-79yrs,1069257,421530,1159902,0.9219,0.3634
2021-06-16,80+,647646,390503,679266,0.9534,0.5749
2021-06-16,Adults_18plus,9081449,2188214,12083325,0.7516,0.1811
2021-06-16,Ontario_12plus,9529002,2196328,13034844,0.731,0.1685
2021-06-16,Undisclosed_or_missing,4697,2387,0,,
2021-06-17,12-17yrs,458371,9889,951519,0.4817,0.0104
2021-06-17,18-29yrs,1505226,204897,2455535,0.613,0.0834
2021-06-17,30-39yrs,1358658,234927,2056059,0.6608,0.1143
2021-06-17,40-49yrs,1363386,240442,1876583,0.7265,0.1281
2021-06-17,50-59yrs,1600681,334474,2060934,0.7767,0.1623
2021-06-17,60-69yrs,1562965,484233,1795046,0.8707,0.2698
2021-06-17,70-79yrs,1070053,455706,1159902,0.9225,0.3929
2021-06-17,80+,647992,404047,679266,0.954,0.5948
2021-06-17,Adults_18plus,9108961,2358726,12083325,0.7538,0.1952
2021-06-17,Ontario_12plus,9567332,2368615,13034844,0.734,0.1817
2021-06-17,Undisclosed_or_missing,4658,2420,0,,
2021-06-18,12-17yrs,467953,11667,951519,0.4918,0.0123
2021-06-18,18-29yrs,1513976,222122,2455535,0.6166,0.0905
2021-06-18,30-39yrs,1364945,253206,2056059,0.6639,0.1232
2021-06-18,40-49yrs,1367189,261170,1876583,0.7286,0.1392
2021-06-18,50-59yrs,1603786,364853,2060934,0.7782,0.177
2021-06-18,60-69yrs,1564733,523736,1795046,0.8717,0.2918
2021-06-18,70-79yrs,1070889,489894,1159902,0.9233,0.4224
2021-06-18,80+,648301,418155,679266,0.9544,0.6156
2021-06-18,Adults_18plus,9133819,2533136,12083325,0.7559,0.2096
2021-06-18,Ontario_12plus,9601772,2544803,13034844,0.7366,0.1952
2021-06-18,Undisclosed_or_missing,4650,2438,0,,
2021-06-19,12-17yrs,476343,13213,951519,0.5006,0.0139
2021-06-19,18-29yrs,1523157,239406,2455535,0.6203,0.0975
2021-06-19,30-39yrs,1371955,271983,2056059,0.6673,0.1323
2021-06-19,40-49yrs,1371472,284265,1876583,0.7308,0.1515
2021-06-19,50-59yrs,1607142,397789,2060934,0.7798,0.193
2021-06-19,60-69yrs,1566593,563691,1795046,0.8727,0.314
2021-06-19,70-79yrs,1071649,523024,1159902,0.9239,0.4509
2021-06-19,80+,648635,429458,679266,0.9549,0.6322
2021-06-19,Adults_18plus,9160603,2709616,12083325,0.7581,0.2242
2021-06-19,Ontario_12plus,9636946,2722829,13034844,0.7393,0.2089
2021-06-19,Undisclosed_or_missing,4651,2473,0,,
2021-06-20,12-17yrs,486455,15246,951519,0.5112,0.016
2021-06-20,18-29yrs,1532912,254912,2455535,0.6243,0.1038
2021-06-20,30-39yrs,1378297,287597,2056059,0.6704,0.1399
2021-06-20,40-49yrs,1375261,304769,1876583,0.7329,0.1624
2021-06-20,50-59yrs,1610032,427199,2060934,0.7812,0.2073
2021-06-20,60-69yrs,1568149,595181,1795046,0.8736,0.3316
2021-06-20,70-79yrs,1072283,549116,1159902,0.9245,0.4734
2021-06-20,80+,648851,437775,679266,0.9552,0.6445
2021-06-20,Adults_18plus,9185785,2856549,12083325,0.7602,0.2364
2021-06-20,Ontario_12plus,9672240,2871795,13034844,0.742,0.2203
2021-06-20,Undisclosed_or_missing,4630,2485,0,,
2021-06-21,12-17yrs,491731,16607,951519,0.5168,0.0175
2021-06-21,18-29yrs,1538921,265511,2455535,0.6267,0.1081
2021-06-21,30-39yrs,1382187,297929,2056059,0.6723,0.1449
2021-06-21,40-49yrs,1377364,318846,1876583,0.734,0.1699
2021-06-21,50-59yrs,1611685,447157,2060934,0.782,0.217
2021-06-21,60-69yrs,1568975,615891,1795046,0.8741,0.3431
2021-06-21,70-79yrs,1072632,566061,1159902,0.9248,0.488
2021-06-21,80+,648959,442210,679266,0.9554,0.651
2021-06-21,Adults_18plus,9200723,2953605,12083325,0.7614,0.2444
2021-06-21,Ontario_12plus,9692454,2970212,13034844,0.7436,0.2279
2021-06-21,Undisclosed_or_missing,4621,2488,0,,
2021-06-22,12-17yrs,497601,18123,951519,0.523,0.019
2021-06-22,18-29yrs,1546255,282106,2455535,0.6297,0.1149
2021-06-22,30-39yrs,1387392,315713,2056059,0.6748,0.1536
2021-06-22,40-49yrs,1380513,345306,1876583,0.7357,0.184
2021-06-22,50-59yrs,1614370,483242,2060934,0.7833,0.2345
2021-06-22,60-69yrs,1570634,653338,1795046,0.875,0.364
2021-06-22,70-79yrs,1073340,592435,1159902,0.9254,0.5108
2021-06-22,80+,649222,452580,679266,0.9558,0.6663
2021-06-22,Adults_18plus,9221726,3124720,12083325,0.7632,0.2586
2021-06-22,Ontario_12plus,9719327,3142843,13034844,0.7456,0.2411
2021-06-22,Undisclosed_or_missing,4611,2529,0,,
2021-06-23,12-17yrs,504227,20350,951519,0.5299,0.0214
2021-06-23,18-29yrs,1553828,301817,2455535,0.6328,0.1229
2021-06-23,30-39yrs,1392906,337976,2056059,0.6775,0.1644
2021-06-23,40-49yrs,1383946,375528,1876583,0.7375,0.2001
2021-06-23,50-59yrs,1617335,524113,2060934,0.7848,0.2543
2021-06-23,60-69yrs,1572426,693386,1795046,0.876,0.3863
2021-06-23,70-79yrs,1074089,624190,1159902,0.926,0.5381
2021-06-23,80+,649537,463828,679266,0.9562,0.6828
2021-06-23,Adults_18plus,9244067,3320838,12083325,0.765,0.2748
2021-06-23,Ontario_12plus,9748294,3341188,13034844,0.7479,0.2563
2021-06-23,Undisclosed_or_missing,4590,2556,0,,
2021-06-24,12-17yrs,510094,23313,951519,0.5361,0.0245
2021-06-24,18-29yrs,1561030,325296,2455535,0.6357,0.1325
2021-06-24,30-39yrs,1397868,363363,2056059,0.6799,0.1767
2021-06-24,40-49yrs,1387092,405880,1876583,0.7392,0.2163
2021-06-24,50-59yrs,1620051,562687,2060934,0.7861,0.273
2021-06-24,60-69yrs,1574052,730959,1795046,0.8769,0.4072
2021-06-24,70-79yrs,1074783,653608,1159902,0.9266,0.5635
2021-06-24,80+,649851,474737,679266,0.9567,0.6989
2021-06-24,Adults_18plus,9264727,3516530,12083325,0.7667,0.291
2021-06-24,Ontario_12plus,9774821,3539843,13034844,0.7499,0.2716
2021-06-24,Undisclosed_or_missing,4556,2596,0,,
2021-06-25,12-17yrs,515696,27232,951519,0.542,0.0286
2021-06-25,18-29yrs,1568532,351690,2455535,0.6388,0.1432
2021-06-25,30-39yrs,1403310,391701,2056059,0.6825,0.1905
2021-06-25,40-49yrs,1390566,439274,1876583,0.741,0.2341
2021-06-25,50-59yrs,1622948,605314,2060934,0.7875,0.2937
2021-06-25,60-69yrs,1575754,772115,1795046,0.8778,0.4301
2021-06-25,70-79yrs,1075518,684867,1159902,0.9272,0.5905
2021-06-25,80+,650153,486413,679266,0.9571,0.7161
2021-06-25,Adults_18plus,9286781,3731374,12083325,0.7686,0.3088
2021-06-25,Ontario_12plus,9802477,3758606,13034844,0.752,0.2884
2021-06-25,Undisclosed_or_missing,4511,2615,0,,
2021-06-26,12-17yrs,521598,32153,951519,0.5482,0.0338
2021-06-26,18-29yrs,1576552,380866,2455535,0.642,0.1551
2021-06-26,30-39yrs,1409353,424573,2056059,0.6855,0.2065
2021-06-26,40-49yrs,1394366,477359,1876583,0.743,0.2544
2021-06-26,50-59yrs,1625965,651777,2060934,0.7889,0.3163
2021-06-26,60-69yrs,1577442,813776,1795046,0.8788,0.4533
2021-06-26,70-79yrs,1076170,709211,1159902,0.9278,0.6114
2021-06-26,80+,650426,495763,679266,0.9575,0.7299
2021-06-26,Adults_18plus,9310274,3953325,12083325,0.7705,0.3272
2021-06-26,Ontario_12plus,9831872,3985478,13034844,0.7543,0.3058
2021-06-26,Undisclosed_or_missing,4492,2627,0,,
2021-06-27,12-17yrs,528201,37658,951519,0.5551,0.0396
2021-06-27,18-29yrs,1584144,405030,2455535,0.6451,0.1649
2021-06-27,30-39yrs,1414629,448599,2056059,0.688,0.2182
2021-06-27,40-49yrs,1397632,506039,1876583,0.7448,0.2697
2021-06-27,50-59yrs,1628462,688500,2060934,0.7902,0.3341
2021-06-27,60-69yrs,1578712,844946,1795046,0.8795,0.4707
2021-06-27,70-79yrs,1076652,727475,1159902,0.9282,0.6272
2021-06-27,80+,650602,502740,679266,0.9578,0.7401
2021-06-27,Adults_18plus,9330833,4123329,12083325,0.7722,0.3412
2021-06-27,Ontario_12plus,9859034,4160987,13034844,0.7564,0.3192
2021-06-27,Undisclosed_or_missing,4486,2634,0,,
2021-06-28,12-17yrs,532168,43401,951519,0.5593,0.0456
2021-06-28,18-29yrs,1589616,431596,2455535,0.6474,0.1758
2021-06-28,30-39yrs,1418617,475679,2056059,0.69,0.2314
2021-06-28,40-49yrs,1400033,532486,1876583,0.7461,0.2838
2021-06-28,50-59yrs,1630360,720247,2060934,0.7911,0.3495
2021-06-28,60-69yrs,1579679,870205,1795046,0.88,0.4848
2021-06-28,70-79yrs,1077046,741221,1159902,0.9286,0.639
2021-06-28,80+,650740,507296,679266,0.958,0.7468
2021-06-28,Adults_18plus,9346091,4278730,12083325,0.7735,0.3541
2021-06-28,Ontario_12plus,9878259,4322131,13034844,0.7578,0.3316
2021-06-28,Undisclosed_or_missing,4481,2639,0,,
2021-06-29,12-17yrs,536753,50960,951519,0.5641,0.0536
2021-06-29,18-29yrs,1597141,469118,2455535,0.6504,0.191
2021-06-29,30-39yrs,1424121,512913,2056059,0.6926,0.2495
2021-06-29,40-49yrs,1403451,569795,1876583,0.7479,0.3036
2021-06-29,50-59yrs,1633215,766191,2060934,0.7925,0.3718
2021-06-29,60-69yrs,1581366,912411,1795046,0.881,0.5083
2021-06-29,70-79yrs,1077741,764356,1159902,0.9292,0.659
2021-06-29,80+,651033,515056,679266,0.9584,0.7583
2021-06-29,Adults_18plus,9368068,4509840,12083325,0.7753,0.3732
2021-06-29,Ontario_12plus,9904821,4560800,13034844,0.7599,0.3499
2021-06-29,Undisclosed_or_missing,4451,2669,0,,
2021-06-30,12-17yrs,540683,58775,951519,0.5682,0.0618
2021-06-30,18-29yrs,1603699,507856,2455535,0.6531,0.2068
2021-06-30,30-39yrs,1428693,549825,2056059,0.6949,0.2674
2021-06-30,40-49yrs,1406568,606657,1876583,0.7495,0.3233
2021-06-30,50-59yrs,1636014,811844,2060934,0.7938,0.3939
2021-06-30,60-69yrs,1583053,955452,1795046,0.8819,0.5323
2021-06-30,70-79yrs,1078478,789808,1159902,0.9298,0.6809
2021-06-30,80+,651342,525256,679266,0.9589,0.7733
2021-06-30,Adults_18plus,9387847,4746698,12083325,0.7769,0.3928
2021-06-30,Ontario_12plus,9928530,4805473,13034844,0.7617,0.3687
2021-06-30,Undisclosed_or_missing,4438,2697,0,,
2021-07-01,12-17yrs,544820,66736,951519,0.5726,0.0701
2021-07-01,18-29yrs,1610488,546708,2455535,0.6559,0.2226
2021-07-01,30-39yrs,1433661,587736,2056059,0.6973,0.2859
2021-07-01,40-49yrs,1409826,644555,1876583,0.7513,0.3435
2021-07-01,50-59yrs,1638902,856744,2060934,0.7952,0.4157
2021-07-01,60-69yrs,1584636,996858,1795046,0.8828,0.5553
2021-07-01,70-79yrs,1079181,814410,1159902,0.9304,0.7021
2021-07-01,80+,651674,534738,679266,0.9594,0.7872
2021-07-01,Adults_18plus,9408368,4981749,12083325,0.7786,0.4123
2021-07-01,Ontario_12plus,9953188,5048485,13034844,0.7636,0.3873
2021-07-01,Undisclosed_or_missing,4427,2725,0,,
2021-07-02,12-17yrs,546828,71892,951519,0.5747,0.0756
2021-07-02,18-29yrs,1613676,570340,2455535,0.6572,0.2323
2021-07-02,30-39yrs,1435769,609693,2056059,0.6983,0.2965
2021-07-02,40-49yrs,1411236,664264,1876583,0.752,0.354
2021-07-02,50-59yrs,1640105,880993,2060934,0.7958,0.4275
2021-07-02,60-69yrs,1585273,1020042,1795046,0.8831,0.5683
2021-07-02,70-79yrs,1079486,827307,1159902,0.9307,0.7133
2021-07-02,80+,651795,538692,679266,0.9596,0.7931
2021-07-02,Adults_18plus,9417340,5111331,12083325,0.7794,0.423
2021-07-02,Ontario_12plus,9964168,5183223,13034844,0.7644,0.3976
2021-07-02,Undisclosed_or_missing,4392,2716,0,,
2021-07-03,12-17yrs,549778,78594,951519,0.5778,0.0826
2021-07-03,18-29yrs,1618949,602380,2455535,0.6593,0.2453
2021-07-03,30-39yrs,1439627,640280,2056059,0.7002,0.3114
2021-07-03,40-49yrs,1413933,694520,1876583,0.7535,0.3701
2021-07-03,50-59yrs,1642306,917097,2060934,0.7969,0.445
2021-07-03,60-69yrs,1586554,1054499,1795046,0.8839,0.5874
2021-07-03,70-79yrs,1080021,843199,1159902,0.9311,0.727
2021-07-03,80+,651980,544218,679266,0.9598,0.8012
2021-07-03,Adults_18plus,9433370,5296193,12083325,0.7807,0.4383
2021-07-03,Ontario_12plus,9983148,5374787,13034844,0.7659,0.4123
2021-07-03,Undisclosed_or_missing,4349,2719,0,,
2021-07-04,12-17yrs,552860,85626,951519,0.581,0.09
2021-07-04,18-29yrs,1624535,634663,2455535,0.6616,0.2585
2021-07-04,30-39yrs,1443422,669205,2056059,0.702,0.3255
2021-07-04,40-49yrs,1416470,723056,1876583,0.7548,0.3853
2021-07-04,50-59yrs,1644387,950195,2060934,0.7979,0.4611
2021-07-04,60-69yrs,1587760,1083594,1795046,0.8845,0.6037
2021-07-04,70-79yrs,1080519,857004,1159902,0.9316,0.7389
2021-07-04,80+,652136,548564,679266,0.9601,0.8076
2021-07-04,Adults_18plus,9449229,5466281,12083325,0.782,0.4524
2021-07-04,Ontario_12plus,10002089,5551907,13034844,0.7673,0.4259
2021-07-04,Undisclosed_or_missing,4345,2730,0,,
2021-07-05,12-17yrs,554919,91666,951519,0.5832,0.0963
2021-07-05,18-29yrs,1628082,660257,2455535,0.663,0.2689
2021-07-05,30-39yrs,1445801,692327,2056059,0.7032,0.3367
2021-07-05,40-49yrs,1418070,745560,1876583,0.7557,0.3973
2021-07-05,50-59yrs,1645680,974019,2060934,0.7985,0.4726
2021-07-05,60-69yrs,1588481,1103862,1795046,0.8849,0.6149
2021-07-05,70-79yrs,1080797,865369,1159902,0.9318,0.7461
2021-07-05,80+,652228,551685,679266,0.9602,0.8122
2021-07-05,Adults_18plus,9459139,5593079,12083325,0.7828,0.4629
2021-07-05,Ontario_12plus,10014058,5684745,13034844,0.7683,0.4361
2021-07-05,Undisclosed_or_missing,4331,2732,0,,
2021-07-06,12-17yrs,557685,103880,951519,0.5861,0.1092
2021-07-06,18-29yrs,1633522,696819,2455535,0.6652,0.2838
2021-07-06,30-39yrs,1449606,725423,2056059,0.705,0.3528
2021-07-06,40-49yrs,1420778,778724,1876583,0.7571,0.415
2021-07-06,50-59yrs,1648183,1009569,2060934,0.7997,0.4899
2021-07-06,60-69yrs,1589911,1133151,1795046,0.8857,0.6313
2021-07-06,70-79yrs,1081434,877008,1159902,0.9323,0.7561
2021-07-06,80+,652507,556322,679266,0.9606,0.819
2021-07-06,Adults_18plus,9475941,5777016,12083325,0.7842,0.4781
2021-07-06,Ontario_12plus,10033626,5880896,13034844,0.7698,0.4512
2021-07-06,Undisclosed_or_missing,4318,2745,0,,
