week_end,pruid,prename,prfname,product_name,numtotal_totaldoses_admin,numtotal_dose1_admin,numtotal_dose2_admin,numtotal_dose3_admin,numtotal_dose4_admin,numtotal_dose5+_admin,numtotal_dosenotreported_admin,numdelta_dose1,numdelta_dose2,numdelta_dose3,numdelta_dose4,numdelta_dose5+,numdelta_notreported,num2weekdelta_dose1,num2weekdelta_dose2,num2weekdelta_dose3,num2weekdelta_dose4,num2weekdelta_dose5+,num2weekdelta_notreported,num4weekdelta_dose1,num4weekdelta_dose2,num4weekdelta_dose3,num4weekdelta_dose4,num4weekdelta_dose5+,num4weekdelta_notreported
2022-04-03,11,Prince Edward Island,Île-du-Prince-Édouard,Janssen Jcovden,95,95,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,11,Prince Edward Island,Île-du-Prince-Édouard,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,11,Prince Edward Island,Île-du-Prince-Édouard,Moderna Spikevax,99681,29850,35816,33991,24,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,11,Prince Edward Island,Île-du-Prince-Édouard,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,11,Prince Edward Island,Île-du-Prince-Édouard,Pfizer-BioNTech Comirnaty (ages 12 years and older),245930,102037,97711,46111,71,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,11,Prince Edward Island,Île-du-Prince-Édouard,Pfizer-BioNTech Comirnaty (ages 5-11 years),14292,8153,6139,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,11,Prince Edward Island,Île-du-Prince-Édouard,Total,365959,145443,140319,80102,95,0,0,24,125,356,34,0,0,,,,,,,,,,,,
2022-04-03,11,Prince Edward Island,Île-du-Prince-Édouard,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,12,Nova Scotia,Nouvelle-Écosse,AstraZeneca Vaxzevria/COVISHIELD,61899,60426,1470,3,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,12,Nova Scotia,Nouvelle-Écosse,Janssen Jcovden,612,597,14,1,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,12,Nova Scotia,Nouvelle-Écosse,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,12,Nova Scotia,Nouvelle-Écosse,Moderna Spikevax,684495,163207,308454,212834,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,12,Nova Scotia,Nouvelle-Écosse,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,12,Nova Scotia,Nouvelle-Écosse,Pfizer-BioNTech Comirnaty (ages 12 years and older),1440628,628923,511120,300585,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,12,Nova Scotia,Nouvelle-Écosse,Pfizer-BioNTech Comirnaty (ages 5-11 years),73686,45225,28454,7,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,12,Nova Scotia,Nouvelle-Écosse,Total,2262700,899011,850159,513530,0,0,0,306,1436,1919,0,0,0,,,,,,,,,,,,
2022-04-03,12,Nova Scotia,Nouvelle-Écosse,Unknown,1380,633,647,100,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,13,New Brunswick,Nouveau-Brunswick,AstraZeneca Vaxzevria/COVISHIELD,50918,44340,6578,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,13,New Brunswick,Nouveau-Brunswick,Janssen Jcovden,367,367,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,13,New Brunswick,Nouveau-Brunswick,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,13,New Brunswick,Nouveau-Brunswick,Moderna Spikevax,511741,130852,209166,171379,344,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,13,New Brunswick,Nouveau-Brunswick,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,13,New Brunswick,Nouveau-Brunswick,Pfizer-BioNTech Comirnaty (ages 12 years and older),1126128,488549,420149,215969,1461,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,13,New Brunswick,Nouveau-Brunswick,Pfizer-BioNTech Comirnaty (ages 5-11 years),55942,33572,22356,14,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,13,New Brunswick,Nouveau-Brunswick,Total,1746996,698665,659058,387468,1805,0,0,173,596,1332,,,0,,,,,,,,,,,,
2022-04-03,13,New Brunswick,Nouveau-Brunswick,Unknown,1900,985,809,106,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,24,Quebec,Québec,AstraZeneca Vaxzevria/COVISHIELD,697933,531850,165539,544,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,24,Quebec,Québec,Janssen Jcovden,191,191,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,24,Quebec,Québec,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,24,Quebec,Québec,Moderna Spikevax,5455027,1397168,1638883,2382491,36485,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,24,Quebec,Québec,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,24,Quebec,Québec,Pfizer-BioNTech Comirnaty (ages 12 years and older),11832773,4947568,4883465,1932682,69058,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,24,Quebec,Québec,Pfizer-BioNTech Comirnaty (ages 5-11 years),730030,425452,304348,230,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,24,Quebec,Québec,Total,18716145,7302338,6992317,4315947,105543,0,0,1615,7336,30422,59504,0,0,,,,,,,,,,,,
2022-04-03,24,Quebec,Québec,Unknown,191,109,82,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,35,Ontario,Ontario,AstraZeneca Vaxzevria/COVISHIELD,1088557,864777,223739,40,1,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,35,Ontario,Ontario,Janssen Jcovden,3153,3011,80,62,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,35,Ontario,Ontario,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,35,Ontario,Ontario,Moderna Spikevax,8808960,2119389,3636116,2953911,99544,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,35,Ontario,Ontario,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,35,Ontario,Ontario,Pfizer-BioNTech Comirnaty (ages 12 years and older),20496662,8688102,7540506,4228998,39056,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,35,Ontario,Ontario,Pfizer-BioNTech Comirnaty (ages 5-11 years),1044911,619154,425636,121,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,35,Ontario,Ontario,Total,31442243,12294433,11826077,7183132,138601,0,0,4618,12250,29068,7308,0,0,,,,,,,,,,,,
2022-04-03,35,Ontario,Ontario,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,46,Manitoba,Manitoba,AstraZeneca Vaxzevria/COVISHIELD,86224,83057,3149,18,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,46,Manitoba,Manitoba,Janssen Jcovden,1359,1358,1,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,46,Manitoba,Manitoba,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,46,Manitoba,Manitoba,Moderna Spikevax,783240,508074,223732,51356,77,1,0,,,,,,,,,,,,,,,,,,
2022-04-03,46,Manitoba,Manitoba,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,46,Manitoba,Manitoba,Pfizer-BioNTech Comirnaty (ages 12 years and older),1835112,841778,691089,301655,586,4,0,,,,,,,,,,,,,,,,,,
2022-04-03,46,Manitoba,Manitoba,Pfizer-BioNTech Comirnaty (ages 5-11 years),126104,74565,51527,12,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,46,Manitoba,Manitoba,Total,2832039,1508832,969498,353041,663,5,0,789,1510,1184,152,1,0,,,,,,,,,,,,
2022-04-03,46,Manitoba,Manitoba,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,47,Saskatchewan,Saskatchewan,AstraZeneca Vaxzevria/COVISHIELD,91817,74704,17053,60,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,47,Saskatchewan,Saskatchewan,Janssen Jcovden,1733,1733,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,47,Saskatchewan,Saskatchewan,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,47,Saskatchewan,Saskatchewan,Moderna Spikevax,494227,172237,210934,107547,3509,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,47,Saskatchewan,Saskatchewan,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,47,Saskatchewan,Saskatchewan,Pfizer-BioNTech Comirnaty (ages 12 years and older),1685148,652247,631599,379594,21708,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,47,Saskatchewan,Saskatchewan,Pfizer-BioNTech Comirnaty (ages 5-11 years),105394,61676,43699,19,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,47,Saskatchewan,Saskatchewan,Total,2378319,962597,903285,487220,25217,0,0,252,693,1464,955,0,0,,,,,,,,,,,,
2022-04-03,47,Saskatchewan,Saskatchewan,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,48,Alberta,Alberta,AstraZeneca Vaxzevria/COVISHIELD,311869,268044,43251,571,3,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,48,Alberta,Alberta,Janssen Jcovden,7260,7204,38,18,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,48,Alberta,Alberta,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,48,Alberta,Alberta,Moderna Spikevax,1729552,634815,684312,407074,3351,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,48,Alberta,Alberta,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,48,Alberta,Alberta,Pfizer-BioNTech Comirnaty (ages 12 years and older),6225436,2470177,2526678,1211014,17567,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,48,Alberta,Alberta,Pfizer-BioNTech Comirnaty (ages 5-11 years),281579,170912,110615,51,1,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,48,Alberta,Alberta,Total,8601300,3582942,3378696,1618740,20922,0,0,1723,5165,9852,1353,0,0,,,,,,,,,,,,
2022-04-03,48,Alberta,Alberta,Unknown,45604,31790,13802,12,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,59,British Columbia,Colombie-Britannique,AstraZeneca Vaxzevria/COVISHIELD,388579,278261,110108,208,2,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,59,British Columbia,Colombie-Britannique,Janssen Jcovden,5007,4616,391,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,59,British Columbia,Colombie-Britannique,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,59,British Columbia,Colombie-Britannique,Moderna Spikevax,3502797,910072,1160729,1430676,1320,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,59,British Columbia,Colombie-Britannique,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,59,British Columbia,Colombie-Britannique,Pfizer-BioNTech Comirnaty (ages 12 years and older),7034459,2993647,2811379,1228286,1147,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,59,British Columbia,Colombie-Britannique,Pfizer-BioNTech Comirnaty (ages 5-11 years),319025,190025,128929,71,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,59,British Columbia,Colombie-Britannique,Total,11249867,4376621,4211536,2659241,2469,0,0,1149,6960,13648,603,0,0,,,,,,,,,,,,
2022-04-03,59,British Columbia,Colombie-Britannique,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,60,Yukon,Yukon,AstraZeneca Vaxzevria/COVISHIELD,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,60,Yukon,Yukon,Janssen Jcovden,20,20,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,60,Yukon,Yukon,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,60,Yukon,Yukon,Moderna Spikevax,82988,32934,32452,17602,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,60,Yukon,Yukon,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,60,Yukon,Yukon,Pfizer-BioNTech Comirnaty (ages 12 years and older),7920,2743,2726,2451,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,60,Yukon,Yukon,Pfizer-BioNTech Comirnaty (ages 5-11 years),3417,2015,1402,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,60,Yukon,Yukon,Total,94345,37712,36580,20053,0,0,0,8,75,77,0,0,0,,,,,,,,,,,,
2022-04-03,60,Yukon,Yukon,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,61,Northwest Territories,Territoires du Nord-Ouest,AstraZeneca Vaxzevria/COVISHIELD,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,61,Northwest Territories,Territoires du Nord-Ouest,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,61,Northwest Territories,Territoires du Nord-Ouest,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,61,Northwest Territories,Territoires du Nord-Ouest,Moderna Spikevax,85190,34182,33281,17722,5,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,61,Northwest Territories,Territoires du Nord-Ouest,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,61,Northwest Territories,Territoires du Nord-Ouest,Pfizer-BioNTech Comirnaty (ages 12 years and older),10524,4120,4405,1999,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,61,Northwest Territories,Territoires du Nord-Ouest,Pfizer-BioNTech Comirnaty (ages 5-11 years),4418,2668,1750,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,61,Northwest Territories,Territoires du Nord-Ouest,Total,100132,40970,39436,19721,5,0,0,10,45,51,5,0,0,,,,,,,,,,,,
2022-04-03,61,Northwest Territories,Territoires du Nord-Ouest,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,62,Nunavut,Nunavut,AstraZeneca Vaxzevria/COVISHIELD,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,62,Nunavut,Nunavut,Janssen Jcovden,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,62,Nunavut,Nunavut,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,62,Nunavut,Nunavut,Moderna Spikevax,60884,24023,22977,13884,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,62,Nunavut,Nunavut,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,62,Nunavut,Nunavut,Pfizer-BioNTech Comirnaty (ages 12 years and older),9623,4196,3925,1502,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,62,Nunavut,Nunavut,Pfizer-BioNTech Comirnaty (ages 5-11 years),6585,4136,2449,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-03,62,Nunavut,Nunavut,Total,77092,32355,29351,15386,0,0,0,72,191,150,0,0,0,,,,,,,,,,,,
2022-04-03,62,Nunavut,Nunavut,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,1,Canada,Canada,AstraZeneca Vaxzevria/COVISHIELD,2812492,2238611,572419,1456,6,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,1,Canada,Canada,Janssen Jcovden,20216,19574,543,99,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,1,Canada,Canada,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,1,Canada,Canada,Moderna Spikevax,22884164,6261866,8391527,8015882,214888,1,0,,,,,,,,,,,,,,,,,,
2022-04-10,1,Canada,Canada,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,1,Canada,Canada,Novavax Nuvaxovid,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,1,Canada,Canada,Pfizer-BioNTech Comirnaty (ages 12 years and older),52872230,22159256,20395406,10014608,302956,4,0,,,,,,,,,,,,,,,,,,
2022-04-10,1,Canada,Canada,Pfizer-BioNTech Comirnaty (ages 5-11 years),2841609,1672650,1168356,602,1,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,1,Canada,Canada,Total,81479571,32385313,30543544,18032858,517851,5,0,11806,29476,88429,220082,0,0,22668,66329,178707,291959,1,0,,,,,,
2022-04-10,1,Canada,Canada,Unknown,48860,33356,15293,211,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,AstraZeneca Vaxzevria/COVISHIELD,28685,27836,844,5,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Janssen Jcovden,216,191,10,15,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Moderna Spikevax,494033,103611,192644,196091,1687,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Novavax Nuvaxovid,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Pfizer-BioNTech Comirnaty (ages 12 years and older),689427,330743,262553,95263,868,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Pfizer-BioNTech Comirnaty (ages 5-11 years),51351,29294,22048,9,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Total,1263712,491675,478099,291383,2555,0,0,87,343,535,106,0,0,210,814,1290,264,0,0,,,,,,
2022-04-10,10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,11,Prince Edward Island,Île-du-Prince-Édouard,AstraZeneca Vaxzevria/COVISHIELD,5960,5308,652,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,11,Prince Edward Island,Île-du-Prince-Édouard,Janssen Jcovden,96,96,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,11,Prince Edward Island,Île-du-Prince-Édouard,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,11,Prince Edward Island,Île-du-Prince-Édouard,Moderna Spikevax,99796,29851,35824,34094,27,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,11,Prince Edward Island,Île-du-Prince-Édouard,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,11,Prince Edward Island,Île-du-Prince-Édouard,Novavax Nuvaxovid,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,11,Prince Edward Island,Île-du-Prince-Édouard,Pfizer-BioNTech Comirnaty (ages 12 years and older),246337,102082,97758,46391,106,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,11,Prince Edward Island,Île-du-Prince-Édouard,Pfizer-BioNTech Comirnaty (ages 5-11 years),14275,8132,6143,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,11,Prince Edward Island,Île-du-Prince-Édouard,Total,366464,145469,140377,80485,133,0,0,26,58,383,38,0,0,50,183,739,72,0,0,,,,,,
2022-04-10,11,Prince Edward Island,Île-du-Prince-Édouard,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,12,Nova Scotia,Nouvelle-Écosse,AstraZeneca Vaxzevria/COVISHIELD,61913,60434,1476,3,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,12,Nova Scotia,Nouvelle-Écosse,Janssen Jcovden,617,602,14,1,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,12,Nova Scotia,Nouvelle-Écosse,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,12,Nova Scotia,Nouvelle-Écosse,Moderna Spikevax,684921,163228,308515,213160,18,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,12,Nova Scotia,Nouvelle-Écosse,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,12,Nova Scotia,Nouvelle-Écosse,Novavax Nuvaxovid,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,12,Nova Scotia,Nouvelle-Écosse,Pfizer-BioNTech Comirnaty (ages 12 years and older),1440117,627025,510682,302315,95,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,12,Nova Scotia,Nouvelle-Écosse,Pfizer-BioNTech Comirnaty (ages 5-11 years),77214,47357,29848,9,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,12,Nova Scotia,Nouvelle-Écosse,Total,2266174,899281,851192,515588,113,0,0,270,1033,2058,113,0,0,576,2469,3977,113,0,0,,,,,,
2022-04-10,12,Nova Scotia,Nouvelle-Écosse,Unknown,1392,635,657,100,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,13,New Brunswick,Nouveau-Brunswick,AstraZeneca Vaxzevria/COVISHIELD,50918,44340,6578,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,13,New Brunswick,Nouveau-Brunswick,Janssen Jcovden,382,382,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,13,New Brunswick,Nouveau-Brunswick,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,13,New Brunswick,Nouveau-Brunswick,Moderna Spikevax,511874,130865,209176,171459,374,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,13,New Brunswick,Nouveau-Brunswick,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,13,New Brunswick,Nouveau-Brunswick,Novavax Nuvaxovid,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,13,New Brunswick,Nouveau-Brunswick,Pfizer-BioNTech Comirnaty (ages 12 years and older),1127552,488658,420250,216879,1765,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,13,New Brunswick,Nouveau-Brunswick,Pfizer-BioNTech Comirnaty (ages 5-11 years),56202,33600,22587,15,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,13,New Brunswick,Nouveau-Brunswick,Total,1748834,698830,659406,388459,2139,0,0,165,348,991,334,0,0,338,944,2323,,,0,,,,,,
2022-04-10,13,New Brunswick,Nouveau-Brunswick,Unknown,1906,985,815,106,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,24,Quebec,Québec,AstraZeneca Vaxzevria/COVISHIELD,697911,531832,165537,542,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,24,Quebec,Québec,Janssen Jcovden,188,188,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,24,Quebec,Québec,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,24,Quebec,Québec,Moderna Spikevax,5512013,1397321,1639587,2389756,85349,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,24,Quebec,Québec,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,24,Quebec,Québec,Novavax Nuvaxovid,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,24,Quebec,Québec,Pfizer-BioNTech Comirnaty (ages 12 years and older),11952424,4948225,4885213,1953054,165932,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,24,Quebec,Québec,Pfizer-BioNTech Comirnaty (ages 5-11 years),733883,426167,307467,249,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,24,Quebec,Québec,Total,18896609,7303841,6997881,4343606,251281,0,0,1503,5564,27659,145738,0,0,3118,12900,58081,205242,0,0,,,,,,
2022-04-10,24,Quebec,Québec,Unknown,190,108,77,5,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,35,Ontario,Ontario,AstraZeneca Vaxzevria/COVISHIELD,1088557,864776,223739,41,1,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,35,Ontario,Ontario,Janssen Jcovden,3245,3097,83,65,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,35,Ontario,Ontario,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,35,Ontario,Ontario,Moderna Spikevax,8832889,2119794,3636692,2959437,116966,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,35,Ontario,Ontario,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,35,Ontario,Ontario,Novavax Nuvaxovid,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,35,Ontario,Ontario,Pfizer-BioNTech Comirnaty (ages 12 years and older),20577110,8690699,7543662,4254209,88540,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,35,Ontario,Ontario,Pfizer-BioNTech Comirnaty (ages 5-11 years),1053664,621041,432480,143,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,35,Ontario,Ontario,Total,31555465,12299407,11836656,7213895,205507,0,0,4974,10579,30763,66906,0,0,9592,22829,59831,74214,0,0,,,,,,
2022-04-10,35,Ontario,Ontario,Unknown,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,46,Manitoba,Manitoba,AstraZeneca Vaxzevria/COVISHIELD,86206,83041,3147,18,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,46,Manitoba,Manitoba,Janssen Jcovden,1370,1369,1,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,46,Manitoba,Manitoba,Medicago Covifenz,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,46,Manitoba,Manitoba,Moderna Spikevax,784053,508595,223861,51501,95,1,0,,,,,,,,,,,,,,,,,,
2022-04-10,46,Manitoba,Manitoba,Not reported,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,46,Manitoba,Manitoba,Novavax Nuvaxovid,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
2022-04-10,46,Manitoba,Manitoba,Pfizer-BioNTech Comirnaty (ages 12 years and older),1837633,842341,691695,302750,843,4,0,,,,,,,,,,,,,,,,,,
2022-04-10,46,Manitoba,Manitoba,Pfizer-BioNTech Comirnaty (ages 5-11 years),127169,74586,52571,12,0,0,0,,,,,,,,,,,,,,,,,,
